intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
512000,0.006410095901044145,0.1680341319330489,0.006410095901044145,0.005882895237217235,1.994140625,2.0,1.2255279648888513,signatures/dd93b22669a7f08610fda429ba9f078a.sig.gz,"GCF_000599985.1 Gilliamella apicola strain=wkB1, ASM59998v1",dd93b22669a7f08610fda429ba9f078a,0.1680341319330489,512000,0,79362000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8496766712627198,0.9440887506467434,0.8968827109547316,0.9440887506467434,1021,1021,173554
420000,0.005258281793825275,0.1576316801230296,0.005133084608258006,0.00428685020224253,1.8146341463414635,2.0,0.8609583360389764,signatures/0367f82be9e690652477c4832f0d97d1.sig.gz,"GCF_000807275.1 Frischella perrara strain=PEB0191, ASM80727v1",0367f82be9e690652477c4832f0d97d1,0.16147635524798154,410000,1,78952000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8442650945201227,0.9428771847621418,0.8935711396411322,0.9428771847621418,744,1765,173554
405000,0.005070486015474373,0.2526512788521522,0.005070486015474373,0.004655611509962318,1.9950617283950618,2.0,1.200812609075841,signatures/7677b5f1e20216ab0e92ea0919ad2d63.sig.gz,"GCF_002837055.1 Lactobacillus apis strain=LMG 26964, ASM283705v1",7677b5f1e20216ab0e92ea0919ad2d63,0.2526512788521522,405000,2,78547000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8432752258289015,0.9565914614361088,0.8999333436325052,0.9565914614361088,808,2573,173554
394000,0.004932769111350377,0.21707988980716253,0.004932769111350377,0.004361754842873111,1.9213197969543148,2.0,1.0974831771493565,signatures/f59ca64888592749dd9800b8815e3700.sig.gz,"GCF_000967245.1 Lactobacillus mellis strain=Hon2, ASM96724v1",f59ca64888592749dd9800b8815e3700,0.21707988980716253,394000,3,78153000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8425265080945926,0.9519203956300527,0.8972234518623227,0.9519203956300527,757,3330,173554
396000,0.004957808548463831,0.18041958041958042,0.004845131081453289,0.004367516738306233,1.958656330749354,2.0,1.3915010589780108,signatures/07b78fc900477bc15f458de43b9cb756.sig.gz,"GCF_000970755.1 Lactobacillus kimbladii strain=Hma2, ASM97075v1",07b78fc900477bc15f458de43b9cb756,0.18461538461538463,387000,4,77766000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8426641311436546,0.9469591008565253,0.89481161600009,0.9469591008565253,758,4088,173554
486000,0.006084583218569246,0.09342915811088295,0.0034178831659864286,0.003099899743019464,1.9706959706959708,2.0,1.04437367136559,signatures/b7ecc595ec342658297baf3ef97892fb.sig.gz,"GCF_001693435.1 Gilliamella apicola strain=wkB7, ASM169343v1",b7ecc595ec342658297baf3ef97892fb,0.16632443531827515,273000,5,77493000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8482494277519329,0.9437773497408346,0.8960133887463837,0.9437773497408346,538,4626,173554
306000,0.0038310338783584144,0.12157268494568028,0.0029421338608308085,0.0024718531408092007,1.825531914893617,2.0,1.1144062602171736,signatures/8f01bebff6bf4050b55aaf6ba8ad9ed1.sig.gz,GCF_026185255.2 Lactobacillus sp. IBH004 ASM2618525v2,8f01bebff6bf4050b55aaf6ba8ad9ed1,0.15830315571650286,235000,6,77258000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8356847006601502,0.9422737290299471,0.8889792148450486,0.9422737290299471,429,5055,173554
364000,0.004557177554648572,0.07323813910640257,0.0019906352505195683,0.0017055210482040172,1.8616352201257862,2.0,1.0061320631859734,signatures/428c4cbfe2a8f33e88efc43e0552947d.sig.gz,GCA_946481345.1 uncultured Gilliamella sp. SRR12181005_bin.3_metawrap_v1.3.0_MAG,428c4cbfe2a8f33e88efc43e0552947d,0.16766467065868262,159000,7,77099000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8403768162848808,0.9440217182090302,0.8921992672469555,0.9440217182090302,296,5351,173554
327000,0.004093947968049678,0.16065911431513905,0.0019530760948493879,0.001619092616707192,1.8012820512820513,2.0,0.8728076696153523,signatures/7d3cf637813b04aec4c54835b177a4e8.sig.gz,GCA_946477655.1 Lactobacillus apis SRR7287202_bin.5_metawrap_v1.3.0_MAG,7d3cf637813b04aec4c54835b177a4e8,0.3367662203913491,156000,8,76943000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8374759282354932,0.9655005666280265,0.9014882474317598,0.9655005666280265,281,5632,173554
308000,0.003856073315471868,0.07276208712302537,0.0019029972206224804,0.0014116643811148116,1.611842105263158,2.0,0.5854523903658109,signatures/50c6cc2241be000bbbd21c0774730aaa.sig.gz,"GCF_016100975.1 Lactobacillus sp. W8174 strain=W8174, ASM1610097v1",50c6cc2241be000bbbd21c0774730aaa,0.14743896601244616,152000,9,76791000,/net/nfs-ip34//fast2/def-ilafores/Bee/preproc/SRR13256639/SRR13256639_unmatched_2.fastq,SRR13256639,bd5f11cd1aa29a7b02f5e957dd9c4347,79874000,31,DNA,1000,79874,true,0.8358603390908996,0.9401151278392299,0.8879877334650648,0.9401151278392299,245,5877,173554
