#Classification	NS71_bracken_O.kreport
k__Bacteria	1509659
k__Bacteria|p__Firmicutes	941887
k__Bacteria|p__Firmicutes|c__Clostridia	827758
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	827758
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	90275
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	90275
k__Bacteria|p__Firmicutes|c__Bacilli	21072
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	20870
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	201
k__Bacteria|p__Firmicutes|c__Negativicutes	2628
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2628
k__Bacteria|p__Firmicutes|c__Tissierellia	152
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	152
k__Bacteria|p__Actinobacteria	363490
k__Bacteria|p__Actinobacteria|c__Actinomycetia	316764
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	315960
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	714
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	37
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	26
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	25
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	46725
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	42103
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	4622
k__Bacteria|p__Verrucomicrobia	108689
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	108689
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	108689
k__Bacteria|p__Bacteroidetes	94516
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	94516
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	94516
k__Bacteria|p__Proteobacteria	1073
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	977
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	977
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	84
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	79
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	10
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1
k__Bacteria|p__Spirochaetes	3
k__Bacteria|p__Spirochaetes|c__Spirochaetia	3
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	3
k__Archaea	8609
k__Archaea|p__Euryarchaeota	8609
k__Archaea|p__Euryarchaeota|c__Methanobacteria	8609
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	8609
k__Eukaryota	5129
k__Eukaryota|k__Fungi	4972
k__Eukaryota|k__Fungi|p__Ascomycota	4972
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes	4972
k__Eukaryota|k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	4972
k__Eukaryota|k__Viridiplantae	157
k__Eukaryota|k__Viridiplantae|p__Streptophyta	157
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	157
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Malvales	154
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Fabales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	2
k__Viruses	347
k__Viruses|k__Heunggongvirae	347
k__Viruses|k__Heunggongvirae|p__Uroviricota	347
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	347
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales	347
