#Classification	S-6-POLPIL-G_bracken_F.kreport
k__Bacteria	461
k__Bacteria|p__Proteobacteria	428
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	302
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	302
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	302
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	121
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	119
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	119
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	1
k__Bacteria|p__Acidobacteria	32
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	32
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	32
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	32
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	1
k__Eukaryota	89
k__Eukaryota|k__Metazoa	86
k__Eukaryota|k__Metazoa|p__Chordata	86
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	86
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	86
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates|f__Hominidae	86
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales|f__Funariaceae	2
