#Classification	SRR20002460_bracken_C.kreport
k__Bacteria	11004
k__Bacteria|p__Firmicutes	9076
k__Bacteria|p__Firmicutes|c__Bacilli	9075
k__Bacteria|p__Firmicutes|c__Clostridia	1
k__Bacteria|p__Actinobacteria	552
k__Bacteria|p__Actinobacteria|c__Actinomycetia	552
k__Bacteria|p__Deinococcus-Thermus	216
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	216
k__Bacteria|p__Proteobacteria	1140
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	545
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	536
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	57
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	1
k__Bacteria|p__Bacteroidetes	12
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	9
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	3
k__Bacteria|p__Verrucomicrobia	5
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	5
k__Eukaryota	6350
k__Eukaryota|k__Metazoa	5254
k__Eukaryota|k__Metazoa|p__Chordata	5254
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	5254
k__Eukaryota|k__Fungi	18
k__Eukaryota|k__Fungi|p__Basidiomycota	18
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	18
k__Eukaryota|p__Apicomplexa	1077
k__Eukaryota|p__Apicomplexa|c__Conoidasida	1077
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
k__Viruses	16
k__Viruses|k__Heunggongvirae	16
k__Viruses|k__Heunggongvirae|p__Uroviricota	16
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	16
