#Classification	NS77_bracken_O.kreport
k__Bacteria	2138520
k__Bacteria|p__Firmicutes	1179922
k__Bacteria|p__Firmicutes|c__Clostridia	1133920
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	1133920
k__Bacteria|p__Firmicutes|c__Negativicutes	30521
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	30294
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	227
k__Bacteria|p__Firmicutes|c__Bacilli	10450
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	10449
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	5021
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	5021
k__Bacteria|p__Firmicutes|c__Tissierellia	8
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	8
k__Bacteria|p__Actinobacteria	7307
k__Bacteria|p__Actinobacteria|c__Actinomycetia	4514
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	4455
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	5
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2793
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2398
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	394
k__Bacteria|p__Bacteroidetes	758255
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	758247
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	758247
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	8
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	8
k__Bacteria|p__Proteobacteria	193015
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	192608
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	192379
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	126
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	102
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	227
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	227
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	178
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	177
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1
k__Bacteria|p__Synergistetes	10
k__Bacteria|p__Synergistetes|c__Synergistia	10
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	10
k__Bacteria|p__Fusobacteria	5
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	5
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	5
k__Bacteria|p__Spirochaetes	2
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia	1
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Nanosynbacterales	1
k__Eukaryota	6
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	6
k__Viruses	475
k__Viruses|k__Heunggongvirae	475
k__Viruses|k__Heunggongvirae|p__Uroviricota	475
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	475
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales	475
