#Classification	SRR20002349_bracken_C.kreport
k__Eukaryota	2290
k__Eukaryota|k__Metazoa	2276
k__Eukaryota|k__Metazoa|p__Chordata	2276
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2276
k__Eukaryota|k__Fungi	5
k__Eukaryota|k__Fungi|p__Ascomycota	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	3
k__Eukaryota|k__Fungi|p__Basidiomycota	2
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	2
k__Eukaryota|p__Apicomplexa	5
k__Eukaryota|p__Apicomplexa|c__Conoidasida	5
k__Eukaryota|k__Viridiplantae	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3
k__Bacteria	1613
k__Bacteria|p__Proteobacteria	1311
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	978
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	319
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	14
k__Bacteria|p__Actinobacteria	166
k__Bacteria|p__Actinobacteria|c__Actinomycetia	166
k__Bacteria|p__Firmicutes	128
k__Bacteria|p__Firmicutes|c__Bacilli	128
k__Bacteria|p__Deinococcus-Thermus	7
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	7
