#Classification	S-4-POLPIL-G_bracken_O.kreport
k__Bacteria	36784
k__Bacteria|p__Proteobacteria	34342
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	25098
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	25098
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6679
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2976
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	3658
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	42
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2563
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1545
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	919
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	91
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	8
k__Bacteria|p__Actinobacteria	1017
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1017
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	511
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	103
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	206
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	192
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Cyanobacteria|o__Nostocales	1
k__Bacteria|p__Acidobacteria	965
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	965
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	965
k__Bacteria|p__Bacteroidetes	448
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	213
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	213
k__Bacteria|p__Bacteroidetes|c__Cytophagia	155
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	155
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	79
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	79
k__Bacteria|p__Planctomycetes	8
k__Bacteria|p__Planctomycetes|c__Planctomycetia	8
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	8
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	1
k__Eukaryota	5482
k__Eukaryota|k__Viridiplantae	4845
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4845
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	4844
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	4844
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Fagales	1
k__Eukaryota|k__Fungi	331
k__Eukaryota|k__Fungi|p__Ascomycota	302
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	295
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	295
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	6
k__Eukaryota|k__Fungi|p__Basidiomycota	28
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	28
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	28
k__Eukaryota|k__Metazoa	306
k__Eukaryota|k__Metazoa|p__Chordata	306
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	306
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	306
