#Classification	S-18-POLPIL-G_bracken_O.kreport
k__Bacteria	454
k__Bacteria|p__Proteobacteria	447
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	236
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	236
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	209
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1
k__Bacteria|p__Actinobacteria	5
k__Bacteria|p__Actinobacteria|c__Actinomycetia	5
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	5
k__Bacteria|p__Acidobacteria	2
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	2
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	2
k__Eukaryota	175
k__Eukaryota|k__Metazoa	175
k__Eukaryota|k__Metazoa|p__Chordata	175
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	175
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	175
