#Classification	S-7-DICUND-G_bracken_O.kreport
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	227
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	924
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	12568
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	869
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	7730
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1703
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	295
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	769
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1120
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	69
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1538
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1538
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	1
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	748
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales	748
k__Bacteria|p__Proteobacteria|c__Oligoflexia	54
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	52
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	2
k__Bacteria|p__Acidobacteria	6102
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	6102
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	6059
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	43
k__Bacteria|p__Planctomycetes	1353
k__Bacteria|p__Planctomycetes|c__Planctomycetia	1341
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	927
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	330
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	82
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales	1
k__Bacteria|p__Planctomycetes|c__Phycisphaerae	12
k__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Tepidisphaerales	12
k__Bacteria|p__Verrucomicrobia	433
k__Bacteria|p__Verrucomicrobia|c__Opitutae	248
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	248
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	185
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	185
k__Bacteria|p__Chlamydiae	25
k__Bacteria|p__Chlamydiae|c__Chlamydiia	25
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	25
k__Bacteria|p__Bacteroidetes	856
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	673
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	673
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	98
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	98
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	76
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	76
k__Bacteria|p__Bacteroidetes|c__Cytophagia	8
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	8
k__Eukaryota	7266
k__Eukaryota|k__Viridiplantae	4833
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4833
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	3808
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	3808
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	1025
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	17
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Arecales	518
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Zingiberales	13
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Fagales	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Fabales	75
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Rosales	181
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Celastrales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Cucurbitales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Vitales	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Malvales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Brassicales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Sapindales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Solanales	15
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Lamiales	158
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Gentianales	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Apiales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	23
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Proteales	1
k__Eukaryota|k__Metazoa	1865
k__Eukaryota|k__Metazoa|p__Chordata	1865
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	1865
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	1865
k__Eukaryota|k__Fungi	428
k__Eukaryota|k__Fungi|p__Ascomycota	395
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	92
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	92
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	89
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	76
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	12
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	171
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	171
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes	41
k__Eukaryota|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales	41
k__Eukaryota|k__Fungi|p__Basidiomycota	32
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	31
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	31
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	1
k__Eukaryota|p__Apicomplexa	133
k__Eukaryota|p__Apicomplexa|c__Aconoidasida	133
k__Eukaryota|p__Apicomplexa|c__Aconoidasida|o__Piroplasmida	133
k__Eukaryota|p__Euglenozoa	6
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea	6
k__Eukaryota|p__Euglenozoa|c__Kinetoplastea|o__Trypanosomatida	6
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	1
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales	1
k__Viruses	18
k__Viruses|k__Heunggongvirae	18
k__Viruses|k__Heunggongvirae|p__Uroviricota	18
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	18
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales	18
