#Classification	S-3-POLCOM-G_bracken_O.kreport
k__Bacteria	23372
k__Bacteria|p__Proteobacteria	22028
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	13764
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	13764
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6050
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	3946
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2074
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	28
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2213
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	858
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	991
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	361
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1
k__Bacteria|p__Actinobacteria	1045
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1045
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	467
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	137
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	12
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	353
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	59
k__Bacteria|p__Firmicutes	4
k__Bacteria|p__Firmicutes|c__Bacilli	4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2
k__Bacteria|p__Acidobacteria	262
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	262
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	262
k__Bacteria|p__Bacteroidetes	23
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	18
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	18
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	4
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	4
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	1
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	1
k__Bacteria|p__Planctomycetes	9
k__Bacteria|p__Planctomycetes|c__Planctomycetia	9
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	9
k__Eukaryota	2067
k__Eukaryota|k__Viridiplantae	1603
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1603
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1578
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	1578
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	25
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales	20
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Proteales	2
k__Eukaryota|k__Metazoa	414
k__Eukaryota|k__Metazoa|p__Chordata	414
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	414
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	414
k__Eukaryota|k__Fungi	49
k__Eukaryota|k__Fungi|p__Ascomycota	49
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	43
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	43
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	6
