#Classification	S-27-POLPIL-B_bracken_O.kreport
k__Bacteria	47589
k__Bacteria|p__Proteobacteria	32092
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	24265
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	24265
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6417
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	4240
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	770
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	89
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	1317
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1406
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	450
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	319
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	634
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	4
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	4
k__Bacteria|p__Cyanobacteria	7118
k__Bacteria|p__Cyanobacteria|o__Nostocales	7018
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	99
k__Bacteria|p__Actinobacteria	3902
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3902
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	1966
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	41
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	24
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	1451
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	147
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	117
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	55
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	96
k__Bacteria|p__Firmicutes	1202
k__Bacteria|p__Firmicutes|c__Bacilli	1202
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1202
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	1
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	1
k__Bacteria|p__Acidobacteria	3061
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	3061
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	3061
k__Bacteria|p__Bacteroidetes	140
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	136
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	136
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	2
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	1
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1
k__Bacteria|p__Planctomycetes	56
k__Bacteria|p__Planctomycetes|c__Planctomycetia	56
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	36
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	19
k__Bacteria|p__Verrucomicrobia	2
k__Bacteria|p__Verrucomicrobia|c__Opitutae	2
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	2
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia	1
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	1
k__Bacteria|p__Fusobacteria	12
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	12
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	12
k__Eukaryota	1337
k__Eukaryota|k__Metazoa	950
k__Eukaryota|k__Metazoa|p__Chordata	950
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	950
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	950
k__Eukaryota|k__Fungi	64
k__Eukaryota|k__Fungi|p__Ascomycota	49
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	39
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	39
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	5
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	5
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	3
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	2
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	1
k__Eukaryota|k__Fungi|p__Basidiomycota	15
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	15
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	15
k__Eukaryota|k__Viridiplantae	322
k__Eukaryota|k__Viridiplantae|p__Streptophyta	322
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	313
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	313
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	8
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Zingiberales	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	3
