#Classification	S-10-POLJUN-G_bracken_F.kreport
k__Bacteria	1602
k__Bacteria|p__Proteobacteria	1558
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	1235
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	1077
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	1076
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	158
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	158
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	259
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	173
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	8
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	165
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	85
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	85
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	63
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	63
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	63
k__Bacteria|p__Cyanobacteria	29
k__Bacteria|p__Cyanobacteria|o__Nostocales	29
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	29
k__Bacteria|p__Actinobacteria	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	10
k__Bacteria|p__Acidobacteria	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	3
