#Classification	S-4-POLPIL-B_bracken_O.kreport
k__Bacteria	2140
k__Bacteria|p__Proteobacteria	1808
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1605
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	1605
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	160
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	157
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	3
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	42
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	24
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	18
k__Bacteria|p__Acidobacteria	300
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	300
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	300
k__Bacteria|p__Actinobacteria	30
k__Bacteria|p__Actinobacteria|c__Actinomycetia	30
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	26
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	4
k__Eukaryota	16
k__Eukaryota|k__Metazoa	11
k__Eukaryota|k__Metazoa|p__Chordata	11
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	11
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	11
k__Eukaryota|k__Fungi	4
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	4
