#Classification	S-18-POLPIL-B_bracken_O.kreport
k__Bacteria	32259
k__Bacteria|p__Proteobacteria	24738
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	15999
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	15999
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	5581
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	3624
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	1887
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	69
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3156
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2565
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	21
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	567
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1
k__Bacteria|p__Actinobacteria	3902
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3866
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2922
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	676
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	48
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	91
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	12
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	78
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	35
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	35
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	35
k__Bacteria|p__Cyanobacteria	114
k__Bacteria|p__Cyanobacteria|o__Nostocales	114
k__Bacteria|p__Bacteroidetes	3072
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2952
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	2952
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	72
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	72
k__Bacteria|p__Bacteroidetes|c__Cytophagia	44
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	44
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	3
k__Bacteria|p__Acidobacteria	241
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	241
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	241
k__Bacteria|p__Planctomycetes	190
k__Bacteria|p__Planctomycetes|c__Planctomycetia	190
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	190
k__Eukaryota	625
k__Eukaryota|k__Viridiplantae	399
k__Eukaryota|k__Viridiplantae|p__Streptophyta	399
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	399
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	399
k__Eukaryota|k__Metazoa	121
k__Eukaryota|k__Metazoa|p__Chordata	121
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	121
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	121
k__Eukaryota|k__Fungi	105
k__Eukaryota|k__Fungi|p__Ascomycota	87
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	87
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	87
k__Eukaryota|k__Fungi|p__Basidiomycota	17
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes	17
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales	17
